uid	name	gender	screentime	sids
ui0000023	Summer	male	2668	s00015, s00020, s00034, s00035, s00048, s00062, s00064, s00066, s00093, s00292, s00351, s00491, s00498, s00734, s00737, s00808, s00833, s00834, s00835, s00836, s00844, s01127, s01134, s01189, s01190, s01193, s01194, s01198, s01308, s01311, s01452, s01453, s01719, s01720, s01721, s01722, s02456, s02459, s02475, s02479, s02480
ui0000024	Viserion	male	3533	s00032, s00046, s00049, s00055, s00089, s00149, s00157, s00284, s00285, s00432, s00494, s00742, s00745, s00746, s00749, s00786, s00944, s01026, s01220, s01223, s01235, s01236, s01713, s01775, s01943, s01944, s01945, s02319, s02673, s02676, s02823, s02825, s02861, s02929, s02949, s02999, s03001, s03003, s03071, s03156, s03159, s03161, s03162, s03188, s03189, s03274, s03276, s03278, s03280, s03282, s03284, s03286, s03288, s03292, s03625, s03626, s03642, s03662, s03663, s03674, s03675, s03677, s03678, s03679, s03680, s03707, s03711, s03719, s03723, s03725, s03728
ui0000025	Wallen	male	207	s00153
ui0000026	Frey Soldier		130	s01204
ui0000027	Ghita		322	s01992, s01993, s01994, s01995, s02217, s02218
ui0000028	Sons of the Harpy		0	
ui0000029	Wights		0	
ui0000030	Soldier Tom		203	s00716
ui0000031	Bolton Officer		165	s02261, s02262
ui0000032	Oznak zo Pahl		224	s01408, s01409, s01411, s01412, s01413, s01414, s01415
ui0000033	Iggo		138	s02392
ui0000034	Khal Brozho		266	s02409, s02410, s02411, s02413
ui0000035	Khal Qorro		266	s02409, s02410, s02411, s02413
ui0000036	Khal Forzho		266	s02409, s02410, s02411, s02413
ui0000037	Eleanor		265	s03874, s03904, s03905, s04054, s04067, s04068, s04069, s04072, s04076
ui0000038	Eleanor's Daughter		265	s03874, s03904, s03905, s04054, s04067, s04068, s04069, s04072, s04076
ui0000039	Zalla		0	
ui0000040	Wight		0	
ui0000041	Kevin Eldon		189	s03092, s03093
ui0000042	Laurence Spellman		189	s03092, s03093
ui0000043	Little Birds		0	
ui0000044	Rebel Slaves		0	
ui0000045	King's Landing Boaster		71	s02308, s02309
ui0000046	Faith Militant		160	s01896, s01898, s01903
ui0000047	Unsullied		245	s00801
ui0000048	Frey Crossbowmen		0	
ui0000049	Rennick		173	s00377, s00379
ui0000050	Belicho Paenymion		389	s02387, s02669, s02670, s02671, s02677
ui0000051	Kings Landing Rioters		0	
ui0000052	Torrhen Karstark		459	s00507, s00520, s00521
ui0000053	Barra		125	s00312
ui0000054	Despondent Man		116	s01834, s01836
ui0000055	Norvoshi Pit Fighter		0	
ui0000056	Meereenese Champion		0	
ui0000057	Pack of Wights		0	
ui0000058	Johnna		146	s02099, s02138, s02140
ui0000059	Willa		168	s02099, s02138, s02140, s03780
ui0000060	Wildling		0	
ui0000061	Mountain Clansman		0	
ui0000062	Catelyn Tully	female	0	
ui0000063	Donnel Hill		161	s01658, s01663, s01674, s01676, s01678, s01680, s01694
ui0000064	Cooper		161	s01658, s01663, s01674, s01676, s01678, s01680, s01694
ui0000065	Axell Florent		33	s01302
ui0000066	Son of the Harpy		81	s01807, s01808, s01825, s01826
ui0000067	Bolton Soldier		165	s02261, s02262
ui0000068	Khal Jhaqo's Khalasar		0	
ui0000069	Ramsay Snow's Hounds		0	
ui0000070	Master Torturer		342	s00812, s00842, s00887, s00888
ui0000071	Medger Cerwyn		0	
ui0000072	Lady Cerwyn		0	
ui0000073	Unidentified Cerwyn		0	
ui0000074	Woman		136	s01859, s01957, s02039
ui0000075	Boar		0	
ui0000076	Kings Landing Rioter		0	
ui0000077	Lowell		0	
ui0000078	Dying Man		0	
ui0000079	Steve		73	s02616, s02617
ui0000080	Riddell		79	s02616, s02617, s02618
ui0000081	Morgan		283	s01230, s01231, s02602, s02616, s02617, s02618
ui0000082	Gordy		21	s02208
ui0000083	Simpson		21	s02208
ui0000084	Olly's Mother		14	s01400
ui0000085	Tortured Prisoner		208	s00399, s00400, s00404
ui0000086	Harrag		397	s02935, s03010, s03011, s03238
ui0000087	Maester Caleotte		40	s02273
ui0000088	Man		328	s01115, s01117, s01118, s01126, s01128, s01130, s01552
ui0000089	Guymon		26	s01399, s01400
ui0000090	Mole's Town Whore		255	s01391, s01576, s01578
ui0000091	Quellon Greyjoy	male	0	
ui0000092	Aegon V Targaryen	male	0	
ui0000093	Daenerys I Targaryen		0	
ui0000094	Beric Dayne	male	0	
ui0000095	Alannys Harlaw	female	0	
ui0000096	Robert I Baratheon	male	0	
ui0000097	Lyonel Selmy	male	0	
ui0000098	Selwyn Tarth	male	0	
ui0000099	Minisa Whent	female	0	
ui0000100	Bran I the Broken		0	
ui0000101	All of his daughters		0	
ui0000102	Drogo	male	0	
ui0000103	Marya Seaworth	female	0	
ui0000104	Melessa Florent	female	0	
ui0000105	Anya Waynwood	female	498	s01589, s01590, s01591
ui0000106	Bharbo	male	0	
ui0000107	Son		0	
ui0000108	Joss	male	344	s00161, s01992, s01994
ui0000109	Daughters		0	
ui0000110	Father	male	0	
ui0000111	Wife		0	
ui0000112	Jasper Arryn	male	0	
ui0000113	Lysa Tully	female	0	
ui0000114	Tanda Stokeworth	female	0	
ui0000115	Alerie Hightower	female	0	
ui0000116	Luthor Tyrell	male	0	
ui0000117	Olenna Redwyne	female	0	
ui0000118	Joffrey I Baratheon		0	
ui0000119	Tommen I Baratheon		0	
ui0000120	Cersei I Lannister	female	0	
ui0000121	YiTish noblewoman	female	0	
ui0000122	Lowborn Reachwoman	female	0	
ui0000123	Baelish	male	0	
ui0000124	Steffon Baratheon	male	0	
ui0000125	Cassana Estermont	female	0	
ui0000126	Gendry Baratheon		0	
ui0000127	Sybelle Locke		0	
ui0000128	Walda Frey		0	
ui0000129	Ramsay Bolton		0	
ui0000130	Milkmaid	female	0	
ui0000131	Sam		0	
ui0000132	Petyr Baratheon		0	
ui0000133	Tommard Baratheon		0	
ui0000134	Edric Baratheon		0	
ui0000135	Dolf	male	0	
ui0000136	Selyse Florent	female	0	
ui0000137	Olyvar Frey		0	
ui0000138	Roslin Tully		0	
ui0000139	Waldron Frey		0	
ui0000140	Arwaya Frey		0	
ui0000141	Derwa Frey		0	
ui0000142	Waldra Frey		0	
ui0000143	Shirei Frey		0	
ui0000144	Walder Rivers		0	
ui0000145	Andar Royce	male	0	
ui0000146	Elena Egen	female	0	
ui0000147	Robar Royce		0	
ui0000148	Goatherd	male	235	s01530, s01531, s01711
ui0000149	Damon Marbrand	male	0	
ui0000150	Sunderly	female	0	
ui0000151	Sigorn of the Thenns		0	
ui0000152	Unnamed whore	female	0	
ui0000153	Lyarra Stark	female	0	
ui0000154	Tully	male	0	
ui0000155	Dale Seaworth		0	
ui0000156	Allard Seaworth		0	
ui0000157	Maric Seaworth		0	
ui0000158	Devan Seaworth		0	
ui0000159	Stannis Seaworth		0	
ui0000160	Steffon Seaworth		0	
ui0000161	Eleanor Mooton		0	
ui0000162	Steffon Hollard	male	0	
ui0000163	Martell	female	0	
ui0000164	Mellario of Norvos		0	
ui0000165	Arianne Martell		0	
ui0000166	Quentyn Martell		0	
ui0000167	Unborn child		0	
ui0000168	Harmen Uller	male	0	
ui0000169	Elia Sand		0	
ui0000170	Obella Sand		0	
ui0000171	Dorea Sand		0	
ui0000172	Loreza Sand		0	
ui0000173	Gilwood Hunter		0	
ui0000174	Eustace Hunter		0	
ui0000175	Harlan Hunter		0	
ui0000176	Palla		0	
ui0000177	Monster		0	
ui0000178	A baker	female	0	
ui0000179	Jyana	female	0	
ui0000180	Cousin to the Prince of Pentos		0	
ui0000181	Serra		0	
ui0000182	Joanna Lannister	female	0	
ui0000183	Mormont	male	0	
ui0000184	Jeyne Royce		0	
ui0000185	Rowena Arryn		0	
ui0000186	Stillborn daughter		0	
ui0000187	Two stillborn children		0	
ui0000188	Robert Arryn		0	
ui0000189	Wylla	female	0	
ui0000190	Ashara Dayne	female	0	
ui0000191	Fisherman's daughter	female	0	
ui0000192	Unknown		0	
ui0000193	Bracken		0	
ui0000194	Harry Rivers		0	
ui0000195	Barbara Bracken		0	
ui0000196	Jayne Bracken		0	
ui0000197	Catelyn Bracken		0	
ui0000198	Bess Bracken		0	
ui0000199	Alysanne Bracken		0	
ui0000200	Unnamed Glover		0	
ui0000201	Lynesse Hightower		0	
ui0000202	Martyn Cassel	male	0	
ui0000203	Tytos Lannister	male	0	
ui0000204	Jeyne Marbrand	female	0	
ui0000205	Dorna Swyft	female	0	
ui0000206	Janei Lannister		0	
ui0000207	Amerei Frey		0	
ui0000208	Bronn of the Blackwater		0	
ui0000209	Tyrion Tanner		0	
ui0000210	Alyssa Blackwood	female	0	
ui0000211	Leonella Lefford		0	
ui0000212	Tysane Frey		0	
ui0000213	Emberlei Frey		0	
ui0000214	Leana Frey		0	
ui0000215	Maege Mormont	female	0	
ui0000216	Willas Tyrell		0	
ui0000217	Garlan Tyrell		0	
ui0000218	Dacey Mormont		0	
ui0000219	Alysane Mormont		0	
ui0000220	Lyra Mormont		0	
ui0000221	Jorelle Mormont		0	
ui0000222	Jonelle Cerwyn		0	
ui0000223	Cley Cerwyn		279	s02819, s02820
ui0000224	Alester Florent	male	0	
ui0000225	Melara Crane	female	0	
ui0000226	Two daughters		0	
ui0000227	A butcher	male	0	
ui0000228	A Volantene noblewoman	female	0	
ui0000229	An Oldtown whore	female	0	
ui0000230	Sarella Sand		0	
ui0000231	Alayne	female	0	
ui0000232	Harrion Karstark		0	
ui0000233	Eddard Karstark		0	
ui0000234	Edwyle Stark	male	0	
ui0000235	Marna Locke	female	0	
ui0000236	Sybelle Glover		0	
ui0000237	Gawen Glover		0	
ui0000238	Erena Glover		0	
ui0000239	Three wives		0	
ui0000240	Beth Cassel		0	
ui0000241	Unnamed		0	
ui0000242	Bethany Ryswell		0	
ui0000243	"""Fat"" Walda Frey"		0	
ui0000244	Sons who died in the cradle		0	
ui0000245	Domeric Bolton		0	
ui0000246	Bethany Rosby	female	0	
ui0000247	Unknown smallfolk	female	0	
ui0000248	Wives		0	
ui0000249	Clegane	male	0	
ui0000250	Ryam Florent	male	0	
ui0000251	Black Walder Frey	male	0	
ui0000252	Annara Farring	female	0	
ui0000253	Perra Royce	female	0	
ui0000254	Corenna Swann		0	
ui0000255	Jeyne Lydden		0	
ui0000256	Marsella Waynwood		0	
ui0000257	Ryman Frey		0	
ui0000258	Aegon Frey		0	
ui0000259	Maegelle Frey		0	
ui0000260	Walton Frey		0	
ui0000261	Yorko Terys		0	
ui0000262	Denyo Terys		0	
ui0000263	Mellario	female	0	
ui0000264	A septa from the Reach	female	0	
ui0000265	Tysha		0	
ui0000266	Frey	male	0	
ui0000267	Cyrenna Swann		0	
ui0000268	Amarei Crakehall		0	
ui0000269	Sarya Whent		0	
ui0000270	Emmon Frey		0	
ui0000271	Aenys Frey		0	
ui0000272	Perriane Frey		0	
ui0000273	Jared Frey		0	
ui0000274	Luceon Frey		0	
ui0000275	Hosteen Frey		0	
ui0000276	Lythene Frey		0	
ui0000277	Symond Frey		0	
ui0000278	Danwell Frey		0	
ui0000279	Merrett Frey		0	
ui0000280	Geremy Frey		0	
ui0000281	Raymund Frey		0	
ui0000282	Jammos Frey		0	
ui0000283	Whalen Frey		0	
ui0000284	Morya Frey		0	
ui0000285	Tyta Frey		0	
ui0000286	Perwyn Frey		0	
ui0000287	Willamen Frey		0	
ui0000288	Arwyn Frey		0	
ui0000289	Wendel Frey		0	
ui0000290	Colmar Frey		0	
ui0000291	Waltyr Frey		0	
ui0000292	Elmar Frey		0	
ui0000293	Melwys Rivers		0	
ui0000294	Jeyne Rivers		0	
ui0000295	Martyn Rivers		0	
ui0000296	Ronel Rivers		0	
ui0000297	Mellara Rivers		0	
ui0000298	Other bastards		0	
ui0000299	Ysilla Royce		0	
